0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	2.000000
0.029006	0.000007	0.000007	46.000000
0.029006	0.000007	0.000007	23.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	8.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	58.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	1.000000
0.029006	0.000007	0.000007	2.000000
0.029006	0.000007	0.000007	15.000000
0.029006	0.000007	0.000007	4.000000
0.029006	0.000007	0.000007	1.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	2.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	2.000000
0.020204	0.000191	0.000190	6.000000
0.020204	0.000191	0.000190	10.000000
0.020204	0.000191	0.000190	51.000000
0.020204	0.000191	0.000190	17.000000
0.020204	0.000191	0.000190	16.000000
0.020204	0.000191	0.000190	41.000000
0.020204	0.000191	0.000190	7.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	24.000000
0.020204	0.000191	0.000190	2.000000
0.020204	0.000191	0.000190	1.000000
0.020204	0.000191	0.000190	2.000000
0.020204	0.000191	0.000190	1.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	56.000000
0.032006	0.000106	0.000107	16.000000
0.032006	0.000106	0.000107	2.000000
0.032006	0.000106	0.000107	8.000000
0.032006	0.000106	0.000107	59.000000
0.032006	0.000106	0.000107	5.000000
0.032006	0.000106	0.000107	2.000000
0.032006	0.000106	0.000107	21.000000
0.032006	0.000106	0.000107	14.000000
0.032006	0.000106	0.000107	5.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	10.000000
0.032006	0.000106	0.000107	38.000000
0.032006	0.000106	0.000107	3.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	1.000000
0.032006	0.000106	0.000107	2.000000
0.024005	0.000087	0.000083	3.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	28.000000
0.024005	0.000087	0.000083	3.000000
0.024005	0.000087	0.000083	19.000000
0.024005	0.000087	0.000083	3.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	10.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	3.000000
0.024005	0.000087	0.000083	136.000000
0.024005	0.000087	0.000083	10.000000
0.024005	0.000087	0.000083	5.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	5.000000
0.024005	0.000087	0.000083	2.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	2.000000
0.024005	0.000087	0.000083	1.000000
0.024005	0.000087	0.000083	2.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	4.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	12.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	2.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	3.000000
0.026805	0.000128	0.000130	2.000000
0.026805	0.000128	0.000130	2.000000
0.026805	0.000128	0.000130	4.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	3.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	2.000000
0.026805	0.000128	0.000130	25.000000
0.026805	0.000128	0.000130	1.000000
0.026805	0.000128	0.000130	8.000000
0.026805	0.000128	0.000130	42.000000
0.031806	0.000022	0.000022	2.000000
0.031806	0.000022	0.000022	1.000000
0.031806	0.000022	0.000022	14.000000
0.031806	0.000022	0.000022	8.000000
0.031806	0.000022	0.000022	4.000000
0.031806	0.000022	0.000022	1.000000
0.031806	0.000022	0.000022	2.000000
0.031806	0.000022	0.000022	2.000000
0.031806	0.000022	0.000022	1.000000
0.031806	0.000022	0.000022	38.000000
0.031806	0.000022	0.000022	1.000000
0.031806	0.000022	0.000022	25.000000
0.031806	0.000022	0.000022	26.000000
0.031806	0.000022	0.000022	3.000000
0.031806	0.000022	0.000022	3.000000
0.031806	0.000022	0.000022	31.000000
0.031806	0.000022	0.000022	2.000000
0.031806	0.000022	0.000022	1.000000
0.031806	0.000022	0.000022	25.000000
0.031806	0.000022	0.000022	1.000000
0.027005	0.000004	0.000005	41.000000
0.027005	0.000004	0.000005	19.000000
0.027005	0.000004	0.000005	6.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	4.000000
0.027005	0.000004	0.000005	9.000000
0.027005	0.000004	0.000005	3.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	6.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	2.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	2.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	1.000000
0.027005	0.000004	0.000005	23.000000
0.027005	0.000004	0.000005	8.000000
0.027005	0.000004	0.000005	10.000000
0.027005	0.000004	0.000005	2.000000
0.026605	0.000062	0.000062	1.000000
0.026605	0.000062	0.000062	8.000000
0.026605	0.000062	0.000062	18.000000
0.026605	0.000062	0.000062	33.000000
0.026605	0.000062	0.000062	4.000000
0.026605	0.000062	0.000062	154.000000
0.026605	0.000062	0.000062	7.000000
0.026605	0.000062	0.000062	10.000000
0.026605	0.000062	0.000062	10.000000
0.026605	0.000062	0.000062	1.000000
0.026605	0.000062	0.000062	2.000000
0.026605	0.000062	0.000062	7.000000
0.026605	0.000062	0.000062	7.000000
0.026605	0.000062	0.000062	27.000000
0.026605	0.000062	0.000062	9.000000
0.026605	0.000062	0.000062	2.000000
0.026605	0.000062	0.000062	3.000000
0.026605	0.000062	0.000062	2.000000
0.026605	0.000062	0.000062	25.000000
0.026605	0.000062	0.000062	13.000000
